director_and_actors,img,link,other_title,quote,rank,rating,reviewers,title
导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450262388.jpg,https://movie.douban.com/subject/2334904/, / 不赦岛(港)  /  隔离岛(台),昔日翩翩少年，今日大腹便便。,79,8.9,961294人评价,禁闭岛
导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg,https://movie.douban.com/subject/1292343/, / 蝴蝶效应,人的命运被自己瞬间的抉择改变。,80,8.9,924782人评价,蝴蝶效应
导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 休·杰克曼 Hugh Jackman...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,https://movie.douban.com/subject/1780330/, / 死亡魔法(港)  /  顶尖对决(台),孪生蝙蝠侠大战克隆金刚狼。,81,8.9,845565人评价,致命魔术
导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow / 元秋 Qiu Yuen / ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,https://movie.douban.com/subject/1291543/, / 功夫3D  /  Kung Fu Hustle,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,82,8.8,1110694人评价,功夫
导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,https://movie.douban.com/subject/1292656/, / 骄阳似我(港)  /  心灵捕手,人生中应该拥有这样的一段豁然开朗。,83,8.9,702899人评价,心灵捕手
导演: 路易·西霍尤斯 Louie Psihoyos   主演: Richard O'Barry / 路易·西霍...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,https://movie.douban.com/subject/3442220/, / 血色海湾(台)  /  海湾,海豚的微笑，是世界上最高明的伪装。,84,9.3,354270人评价,海豚湾
导演: Alfonso Cuarón   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / Emma...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,https://movie.douban.com/subject/1291544/, / 哈利波特3：阿兹卡班的逃犯(港 / 台) ,不一样的导演，不一样的哈利·波特。,85,8.9,715105人评价,哈利·波特与阿兹卡班的囚徒
导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,https://movie.douban.com/subject/1291832/, / 危险人物(港)  /  黑色追缉令(台),故事的高级讲法。,86,8.9,823696人评价,低俗小说
导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,https://movie.douban.com/subject/1292679/, / 一起快乐  /  Happy Together,爱情纠缠，男女一致。,87,9.0,625100人评价,春光乍泄
导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,https://movie.douban.com/subject/1292262/, / 四海兄弟(台)  /  义薄云天(港),往事如烟，无处祭奠。,88,9.2,406794人评价,美国往事
导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,https://movie.douban.com/subject/1294371/, / The Masses  /  Les Temps modernes,大时代中的人生，小人物的悲喜。,89,9.3,296574人评价,摩登时代
导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,https://movie.douban.com/subject/5322596/, / 人间师格(台),穷尽一生，我们要学会的，不过是彼此拥抱。,90,9.0,587845人评价,超脱
导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,https://movie.douban.com/subject/1302425/, / King of Comedy,我是一个演员。,91,8.8,957528人评价,喜剧之王
导演: 詹姆斯·曼高德 James Mangold   主演: 约翰·库萨克 John Cusack / 雷...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg,https://movie.douban.com/subject/1297192/, / 杀人游戏  /  致命身份,最不可能的那个人永远是最可能的。,92,8.9,812214人评价,致命ID
导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg,https://movie.douban.com/subject/1300299/, / 谋杀回忆  /  杀手回忆录,关于连环杀人悬案的集体回忆。,93,8.9,702130人评价,杀人回忆
导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,https://movie.douban.com/subject/1292223/, / 火线追缉令(台)  /  7宗罪,警察抓小偷，老鼠玩死猫。,94,8.8,932263人评价,七宗罪
导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg,https://movie.douban.com/subject/1865703/, / 盗梦侦探(港 / 台) ,梦的勾结。,95,9.1,455626人评价,红辣椒
导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,https://movie.douban.com/subject/1298070/, / 加勒比海盗1：黑珍珠号的诅咒  /  神鬼奇航：鬼盗船魔咒(台),约翰尼·德普的独角戏。,96,8.8,846445人评价,加勒比海盗
导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,https://movie.douban.com/subject/1296996/, / 哈利波特2：消失的密室(港 / 台) ,魔法的密室之门已打开...,97,8.8,742603人评价,哈利·波特与密室
导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,https://movie.douban.com/subject/6985810/, / 诬网(港)  /  谎言的烙印(台),人言可畏。,98,9.1,384045人评价,狩猎
导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,https://movie.douban.com/subject/1292434/, / Yi yi  /  Yi yi: A One and a Two,我们都曾经是一一。,99,9.1,386172人评价,一一
导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,https://movie.douban.com/subject/10777687/, / 戆爸的礼物(港)  /  7号囚房的礼物,《我是山姆》的《美丽人生》。,100,8.9,550719人评价,7号房的礼物
导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,https://movie.douban.com/subject/1787291/, / 花样奇缘(港)  /  令人讨厌的松子的一生(台),以戏谑来戏谑戏谑。,101,8.9,696637人评价,被嫌弃的松子的一生
导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,https://movie.douban.com/subject/1306249/, / Flirting Scholar,华太师是黄霑，吴镇宇四大才子之一。,102,8.7,1064619人评价,唐伯虎点秋香
导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,https://movie.douban.com/subject/26799731/, / 以你的名字呼唤我(港 / 台) ,沉醉在电影的情感和视听氛围中无法自拔。,103,8.9,712199人评价,请以你的名字呼唤我
导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg,https://movie.douban.com/subject/1418834/, / 断臂山  /  BBM,每个人心中都有一座断背山。,104,8.8,700303人评价,断背山
导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,https://movie.douban.com/subject/1292370/, / 幻海奇缘(港)  /  剪刀手爱德华,浪漫忧郁的成人童话。,105,8.7,1024748人评价,剪刀手爱德华
导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg,https://movie.douban.com/subject/2149806/, / 礼仪师之奏鸣曲(港)  /  礼仪师(台),死可能是一道门，逝去并不是终结，而是超越，走向下一程。,106,8.9,656974人评价,入殓师
导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg,https://movie.douban.com/subject/1296339/, / 情留半天(港)  /  爱在黎明破晓时(台),缘分是个连绵词，最美不过一瞬。,107,8.8,672388人评价,爱在黎明破晓前
导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg,https://movie.douban.com/subject/1294639/, / 惊世未了缘(港)  /  梅尔吉勃逊之英雄本色(台),史诗大片的典范。,108,8.9,554502人评价,勇敢的心
导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,https://movie.douban.com/subject/1297630/, / 鬼眼(港)  /  灵异第六感(台),深入内心的恐怖，出人意料的结局。,109,8.9,548892人评价,第六感
导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,https://movie.douban.com/subject/1291999/, / Chungking Express,寂寞没有期限。,110,8.8,800049人评价,重庆森林
导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,https://movie.douban.com/subject/3395373/, / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台),诺兰就是保证。,111,8.8,709504人评价,蝙蝠侠：黑暗骑士崛起
导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,https://movie.douban.com/subject/1297359/, / 魔法公主(港)  /  魔法公主(台),人与自然的战争史诗。,112,8.9,516992人评价,幽灵公主
导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg,https://movie.douban.com/subject/11026735/, / 大英雄联盟(港)  /  大英雄天团(台),Balalala~~~,113,8.7,998100人评价,超能陆战队
导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg,https://movie.douban.com/subject/1291990/, / 日落巴黎(港)  /  爱在日落巴黎时(台),九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,114,8.9,551696人评价,爱在日落黄昏时
导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg,https://movie.douban.com/subject/1293359/, / 菊次郎之夏  /  Kikujirô no natsu,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,115,8.9,588016人评价,菊次郎的夏天
导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg,https://movie.douban.com/subject/1305164/, / Comrades: Almost a Love Story,相逢只要一瞬间，等待却像是一辈子。,116,8.9,543049人评价,甜蜜蜜
导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,https://movie.douban.com/subject/1292215/, / 艾蜜莉的异想世界(台)  /  天使艾米莉,法式小清新。 ,117,8.7,948538人评价,天使爱美丽
导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,https://movie.douban.com/subject/1291875/, / In the Heat of the Sun,一场华丽的意淫。,118,8.9,607460人评价,阳光灿烂的日子
导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg,https://movie.douban.com/subject/25814705/, / 小森食光 / 夏秋篇(台) ,那些静得只能听见呼吸的日子里，你明白孤独即生活。,119,9.0,420795人评价,小森林 夏秋篇
导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,https://movie.douban.com/subject/4202302/, / 借物少女艾莉缇(台)  /  借东西的小矮人亚莉亚蒂(港),曾经的那段美好会沉淀为一辈子的记忆。,120,8.9,545635人评价,借东西的小人阿莉埃蒂
导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,https://movie.douban.com/subject/1300992/, / 强盗保镳,坏人的好总是比好人的好来得更感人。,121,9.1,310559人评价,完美的世界
导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,https://movie.douban.com/subject/1292337/, / 谁知赤子心(港)  /  无人知晓的夏日清晨(台),我的平常生活就是他人的幸福。,122,9.1,314541人评价,无人知晓
导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,https://movie.douban.com/subject/21318488/, / 失踪的女孩  /  失踪女孩,年度最佳date movie。,123,8.7,921436人评价,消失的爱人
导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,https://movie.douban.com/subject/1297447/, / 倩女幽魂(87版)  /  倩女幽魂：妖魔道,两张绝世的脸。 ,124,8.8,728411人评价,倩女幽魂
导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,https://movie.douban.com/subject/27010768/, / 寄生上流(台)  /  上流寄生族(港),,125,8.8,1352192人评价,寄生虫
导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,https://movie.douban.com/subject/10577869/, / 回到最爱的一天(港)  /  真爱每一天(台),把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,126,8.8,657489人评价,时空恋旅人
导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,https://movie.douban.com/subject/1297052/, / 心之谷(台)  /  梦幻街少女(港),少女情怀总是诗。,127,8.9,456372人评价,侧耳倾听
导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,https://movie.douban.com/subject/25814707/, / 小森食光 / 冬春篇(台) ,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,128,9.0,375609人评价,小森林 冬春篇
导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,https://movie.douban.com/subject/1292274/, / 机场客运站(港)  /  航站情缘(台),有时候幸福需要等一等。 ,129,8.8,561971人评价,幸福终点站
导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p490385643.jpg,https://movie.douban.com/subject/2353023/, / 驯龙记(港),和谐的生活离不开摸头与被摸头。,130,8.8,746727人评价,驯龙高手
导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,https://movie.douban.com/subject/1294240/, / 教父第三集  /  教父 III,任何信念的力量，都无法改变命运。,131,9.0,368611人评价,教父3
导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,https://movie.douban.com/subject/26628357/, / 明天别再来敲门(台)  /  想死冇咁易(港),惠及一生的美丽。,132,8.9,471997人评价,一个叫欧维的男人决定去死
导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,https://movie.douban.com/subject/1395091/, / 蓝色恐惧(港 / 台) ,好的剧本是，就算你猜到了结局也猜不到全部。,133,9.1,326306人评价,未麻的部屋
导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,https://movie.douban.com/subject/5989818/, / 萤火之社  /  Hotarubi no mori e,触不到的恋人。,134,8.9,530861人评价,萤火之森
导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,https://movie.douban.com/subject/1291579/, / 怪兽公司(港)  /  怪物公司,不要给它起名字，起了名字就有感情了。,135,8.8,660046人评价,怪兽电力公司
导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,https://movie.douban.com/subject/1309055/, / 哈利波特4：火杯的考验(港 / 台) ,,136,8.8,647601人评价,哈利·波特与火焰杯
导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,https://movie.douban.com/subject/1858711/, / 反斗奇兵3(港)  /  玩具的故事3,跨度十五年的欢乐与泪水。,137,8.9,507431人评价,玩具总动员3
导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg,https://movie.douban.com/subject/1418200/, / 傲慢与偏见2005  /  Pride And Prejudice,爱是摈弃傲慢与偏见之后的曙光。,138,8.7,788033人评价,傲慢与偏见
导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,https://movie.douban.com/subject/10437779/, / 暗黑新世界(台)  /  New World,要做就做得狠一点，这样才能活下去。,139,8.9,425587人评价,新世界
导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,https://movie.douban.com/subject/25986180/, / 尸杀列车(港)  /  尸速列车(台),揭露人性的丧尸题材力作。,140,8.6,1183813人评价,釜山行
导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,https://movie.douban.com/subject/3287562/, / 卑鄙的我  /  坏蛋奖门人(港),Mr. I Don't Care其实也有Care的时候。,141,8.7,936850人评价,神偷奶爸
导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,https://movie.douban.com/subject/6307447/, / 被解放的姜戈  /  决杀令(台),热血沸腾，那个低俗、性感的无耻混蛋又来了。,142,8.8,601090人评价,被解救的姜戈
导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg,https://movie.douban.com/subject/3072124/, / 巧克力情缘(台)  /  同是天涯寂寞客,你是我最好的朋友，你是我唯一的朋友 。,143,9.0,418606人评价,玛丽和马克思
导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,https://movie.douban.com/subject/4268598/, / 自白  /  母亲,没有一人完全善，也没有一人完全恶。,144,8.8,665245人评价,告白
导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,https://movie.douban.com/subject/1291545/, / 大鱼奇缘(港)  /  大智若鱼(台),抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,145,8.8,562739人评价,大鱼
导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg,https://movie.douban.com/subject/1307315/, / Prince Nezha's Triumph Against Dragon King  /  Nezha Conquers the Dragon King,想你时你在闹海。,146,9.2,255504人评价,哪吒闹海
导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.jpg,https://movie.douban.com/subject/1316510/, / 东成西就  /  大英雄 (日本),百看不厌。 ,147,8.7,629119人评价,射雕英雄传之东成西就
导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,https://movie.douban.com/subject/1303037/, / The Wedding Banquet,中国家庭的喜怒哀乐忍。,148,9.0,356672人评价,喜宴
导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,https://movie.douban.com/subject/4920389/, / 玩家一号  /  挑战者1号(港),写给影迷，动漫迷和游戏迷的一封情书。,149,8.7,1351864人评价,头号玩家
导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,https://movie.douban.com/subject/10463953/, / 解码游戏(港)  /  模拟游戏,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,150,8.8,638280人评价,模仿游戏
导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,https://movie.douban.com/subject/4917726/, / 阳光姊妹淘(港)  /  桑尼,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,151,8.8,585635人评价,阳光姐妹淘
导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,https://movie.douban.com/subject/1306861/, / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台),爱并不需要智商 。,152,9.0,333705人评价,我是山姆
导演: 谢添 Tian Xie   主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,https://movie.douban.com/subject/1461403/, / The Teahouse,,153,9.6,139961人评价,茶馆
导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,https://movie.douban.com/subject/1297518/, / 九品芝麻官之白面包青天  /  Hail the Judge,,154,8.7,666380人评价,九品芝麻官
导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,https://movie.douban.com/subject/1291557/, / In the Mood for Love,偷情本没有这样美。,155,8.7,598380人评价,花样年华
导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,https://movie.douban.com/subject/21360417/, / 死亡“动”新闻(港)  /  恐怖攻击直播(台),恐怖分子的“秋菊打官司”。,156,8.7,644017人评价,恐怖直播
导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,https://movie.douban.com/subject/26325320/, / 钢锯岭  /  钢铁英雄(台),优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,157,8.7,775007人评价,血战钢锯岭
导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,https://movie.douban.com/subject/1828115/, / 色|戒  /  色·戒,假戏真情，爱欲深海,158,8.7,792806人评价,色，戒
导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,https://movie.douban.com/subject/1295399/, / 七侠四义(港)  /  七剑客(港),时代悲歌。,159,9.3,195107人评价,七武士
导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,https://movie.douban.com/subject/10533913/, / 玩转脑朋友(港)  /  脑筋急转弯(台),愿我们都不用长大，每一座城堡都能永远存在。,160,8.8,602151人评价,头脑特工队
导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,https://movie.douban.com/subject/1293181/, / 精神病患者  /  触目惊心(港),故事的反转与反转，分裂电影的始祖。,161,9.0,288024人评价,惊魂记
